index	original	background	difference
398	599	252	347
399	625	252	373
400	624	253	371
401	631	264	367
402	659	254	405
403	646	245	401
404	629	249	380
405	625	249	376
406	624	245	379
407	640	255	385
408	652	256	396
409	661	258	403
410	640	261	379
411	630	248	382
412	637	252	385
413	649	264	385
414	642	253	389
415	659	260	399
416	655	253	402
417	652	236	416
418	646	241	405
419	663	247	416
420	671	247	424
421	675	245	430
422	716	254	462
423	728	258	470
424	696	260	436
425	689	258	431
426	712	262	450
427	711	262	449
428	714	260	454
429	700	248	452
430	700	250	450
431	714	255	459
432	722	247	475
433	703	242	461
434	701	245	456
435	714	248	466
436	704	247	457
437	710	255	455
438	724	262	462
439	733	265	468
440	737	263	474
441	738	255	483
442	734	252	482
443	726	242	484
444	738	252	486
445	738	250	488
446	760	248	512
447	753	254	499
448	752	249	503
449	768	244	524
450	759	250	509
451	756	252	504
452	775	247	528
453	771	249	522
454	781	260	521
455	787	266	521
456	763	263	500
457	771	250	521
458	795	250	545
459	798	252	546
460	781	255	526
461	784	256	528
462	769	247	522
463	798	258	540
464	811	261	550
465	784	252	532
466	793	249	544
467	806	239	567
468	782	247	535
469	770	247	523
470	778	258	520
471	788	255	533
472	816	261	555
473	787	263	524
474	793	255	538
475	783	250	533
476	760	247	513
477	781	252	529
478	811	259	552
479	818	254	564
480	784	260	524
481	802	256	546
482	827	247	580
483	802	245	557
484	808	247	561
485	806	239	567
486	805	238	567
487	813	249	564
488	801	259	542
489	816	252	564
490	845	239	606
491	846	245	601
492	821	256	565
493	790	254	536
494	789	246	543
495	804	253	551
496	791	252	539
497	801	250	551
498	839	253	586
499	828	251	577
500	789	252	537
501	800	258	542
502	811	258	553
503	834	250	584
504	818	245	573
505	827	244	583
506	858	258	600
507	822	262	560
508	804	259	545
509	811	260	551
510	826	257	569
511	853	255	598
512	845	254	591
513	829	249	580
514	787	256	531
515	823	253	570
516	821	259	562
517	817	264	553
518	803	262	541
519	794	263	531
520	814	267	547
521	782	266	516
522	794	262	532
523	799	256	543
524	802	255	547
525	800	262	538
526	793	266	527
527	792	268	524
528	805	262	543
529	791	252	539
530	757	252	505
531	759	253	506
532	780	265	515
533	787	261	526
534	782	261	521
535	779	263	516
536	779	255	524
537	754	257	497
538	758	262	496
539	762	251	511
540	758	247	511
541	732	265	467
542	760	259	501
543	773	253	520
544	765	254	511
545	764	259	505
546	731	255	476
547	720	248	472
548	727	253	474
549	736	255	481
550	752	257	495
551	756	255	501
552	760	255	505
553	767	255	512
554	713	260	453
555	720	258	462
556	763	254	509
557	732	254	478
558	715	258	457
559	747	256	491
560	757	254	503
561	756	256	500
562	747	263	484
563	754	260	494
564	725	258	467
565	725	250	475
566	737	251	486
567	735	260	475
568	730	252	478
569	748	254	494
570	754	251	503
571	751	256	495
572	721	254	467
573	719	253	466
574	744	259	485
575	759	249	510
576	764	250	514
577	754	251	503
578	771	253	518
579	786	254	532
580	746	252	494
581	712	256	456
582	739	250	489
583	733	251	482
584	746	244	502
585	754	249	505
586	754	250	504
587	729	248	481
588	721	262	459
589	751	262	489
590	732	251	481
591	729	248	481
592	745	257	488
593	712	252	460
594	747	251	496
595	756	260	496
596	741	259	482
597	770	247	523
598	776	245	531
599	726	241	485
600	760	241	519
601	775	239	536
602	747	246	501
603	763	249	514
604	760	253	507
605	736	252	484
606	738	249	489
607	763	260	503
608	752	257	495
609	740	249	491
610	768	242	526
611	757	250	507
612	756	259	497
613	787	249	538
614	766	250	516
615	747	258	489
616	774	251	523
617	759	251	508
618	759	260	499
619	761	262	499
620	770	251	519
621	767	247	520
622	806	249	557
623	797	250	547
624	758	251	507
625	753	254	499
626	787	252	535
627	792	251	541
628	775	241	534
629	787	243	544
630	792	253	539
631	775	255	520
632	790	244	546
633	763	252	511
634	774	267	507
635	810	260	550
636	814	255	559
637	803	253	550
638	790	258	532
639	779	252	527
640	787	246	541
641	798	239	559
642	800	245	555
643	797	245	552
644	816	248	568
645	821	254	567
646	756	256	500
647	794	253	541
648	805	256	549
649	801	257	544
650	821	261	560
651	844	256	588
652	818	250	568
653	812	251	561
654	798	246	552
655	831	247	584
656	874	248	626
657	849	252	597
658	837	245	592
659	847	249	598
660	838	253	585
661	844	252	592
662	854	249	605
663	848	250	598
664	833	256	577
665	856	250	606
