index	original	background	difference
-----------------------------------------------------
1	532	346	186
2	553	356	197
3	544	362	182
4	521	357	164
5	510	352	158
6	523	352	171
7	516	359	157
8	517	364	153
9	542	360	182
10	538	370	168
11	524	363	161
12	548	359	189
13	564	365	199
14	527	359	168
15	540	350	190
16	531	346	185
17	547	360	187
18	535	357	178
19	562	350	212
20	581	359	222
21	555	363	192
22	543	360	183
23	536	362	174
24	537	361	176
25	552	355	197
26	533	368	165
27	535	371	164
28	550	360	190
29	573	365	208
30	573	371	202
31	566	369	197
32	543	361	182
33	542	369	173
34	556	379	177
35	579	366	213
36	572	363	209
37	524	359	165
38	524	362	162
39	530	359	171
40	535	359	176
41	536	366	170
42	531	363	168
43	539	370	169
44	546	367	179
45	545	353	192
46	557	358	199
47	565	367	198
48	547	364	183
49	540	375	165
50	537	379	158
51	536	377	159
52	536	372	164
53	568	367	201
54	558	380	178
55	553	375	178
56	545	372	173
57	515	374	141
58	494	376	118
59	533	370	163
60	539	373	166
61	519	374	145
62	550	370	180
63	539	376	163
64	521	368	153
65	548	373	175
66	537	379	158
67	536	371	165
68	536	368	168
69	534	363	171
70	547	361	186
71	534	368	166
72	523	377	146
73	514	378	136
74	523	381	142
75	541	374	167
76	525	364	161
77	518	355	163
78	515	367	148
79	518	371	147
80	522	368	154
81	537	373	164
82	543	381	162
83	546	368	178
84	551	373	178
85	547	378	169
86	541	370	171
87	553	371	182
88	520	363	157
89	508	364	144
90	523	374	149
91	531	381	150
92	558	379	179
93	532	372	160
94	518	369	149
95	507	373	134
96	500	367	133
97	519	361	158
98	553	370	183
99	534	372	162
100	538	377	161
101	547	379	168
102	543	376	167
103	516	370	146
104	535	369	166
105	539	378	161
106	534	377	157
107	544	373	171
108	531	371	160
109	509	371	138
110	533	373	160
111	534	370	164
112	548	364	184
113	522	377	145
114	526	375	151
115	537	374	163
116	573	376	197
117	552	372	180
118	518	378	140
119	535	378	157
120	523	369	154
121	518	365	153
122	517	366	151
123	541	378	163
124	544	391	153
125	531	375	156
126	536	368	168
127	530	367	163
128	530	374	156
129	526	381	145
