index	original	background	difference
608	289	274	15
609	286	273	13
610	301	274	27
611	268	275	-7
612	256	269	-13
613	275	275	0
614	277	275	2
615	268	276	-8
616	295	271	24
617	288	269	19
618	283	261	22
619	277	270	7
620	282	279	3
621	293	278	15
622	283	263	20
623	264	265	-1
624	292	266	26
625	289	273	16
626	279	272	7
627	290	271	19
628	293	273	20
629	276	270	6
630	275	262	13
631	279	269	10
632	271	273	-2
633	275	278	-3
634	292	265	27
635	285	267	18
636	261	266	-5
637	256	274	-18
638	271	271	0
639	268	266	2
640	290	272	18
641	289	277	12
642	281	272	9
643	276	283	-7
644	268	277	-9
645	266	279	-13
646	280	278	2
647	289	278	11
648	284	267	17
649	276	275	1
650	274	262	12
651	268	261	7
652	262	268	-6
653	251	269	-18
654	275	270	5
655	286	284	2
656	286	273	13
657	277	272	5
658	281	275	6
659	299	272	27
660	296	272	24
661	294	271	23
662	305	270	35
663	295	275	20
664	306	277	29
665	291	272	19
666	271	261	10
667	278	269	9
668	255	268	-13
669	277	276	1
670	303	275	28
671	265	270	-5
672	278	259	19
673	291	262	29
674	282	275	7
675	258	267	-9
676	257	271	-14
677	256	278	-22
678	278	269	9
679	268	274	-6
680	269	267	2
681	280	274	6
682	286	268	18
683	291	268	23
684	288	280	8
685	277	281	-4
686	269	270	-1
687	292	269	23
688	307	275	32
689	277	272	5
690	284	266	18
691	289	275	14
692	273	274	-1
693	270	264	6
694	280	265	15
695	290	268	22
696	279	275	4
697	262	275	-13
698	282	255	27
699	273	267	6
700	268	265	3
701	264	271	-7
702	262	270	-8
703	275	275	0
704	282	273	9
705	277	272	5
706	281	263	18
707	281	270	11
708	295	270	25
709	264	268	-4
710	279	267	12
711	266	275	-9
712	281	271	10
713	296	268	28
714	291	266	25
715	282	276	6
716	280	264	16
717	272	261	11
718	272	259	13
719	293	279	14
720	277	270	7
721	272	278	-6
722	285	269	16
723	265	266	-1
724	256	268	-12
725	273	256	17
726	280	262	18
727	266	270	-4
728	270	262	8
729	271	265	6
730	277	268	9
731	271	276	-5
732	267	270	-3
733	268	270	-2
734	270	264	6
735	279	268	11
736	275	265	10
737	261	268	-7
738	274	273	1
739	261	268	-7
740	257	267	-10
741	272	268	4
742	284	266	18
743	278	271	7
744	295	269	26
745	280	275	5
746	277	272	5
747	275	278	-3
748	261	272	-11
749	286	265	21
750	298	265	33
751	287	263	24
752	289	263	26
753	260	281	-21
754	257	271	-14
755	261	268	-7
756	273	266	7
757	271	277	-6
758	251	279	-28
759	265	269	-4
760	288	265	23
761	294	276	18
762	279	271	8
763	259	271	-12
764	264	264	0
765	253	277	-24
766	276	272	4
767	280	273	7
768	305	267	38
769	289	271	18
770	292	267	25
771	286	276	10
772	284	271	13
773	284	267	17
774	275	268	7
775	262	270	-8
776	288	265	23
777	282	280	2
778	254	276	-22
779	257	264	-7
780	257	266	-9
781	274	276	-2
782	279	272	7
783	270	280	-10
784	262	275	-13
785	261	277	-16
786	286	280	6
