index	original	background	difference
-----------------------------------------------------
1	361	210	151
2	346	221	125
3	352	224	128
4	361	224	137
5	362	224	138
6	344	228	116
7	332	230	102
8	330	216	114
9	366	216	150
10	367	222	145
11	359	223	136
12	338	233	105
13	338	234	104
14	353	231	122
15	343	228	115
16	342	224	118
17	354	214	140
18	360	223	137
19	367	232	135
20	356	236	120
21	368	234	134
22	364	230	134
23	356	229	127
24	364	232	132
25	362	238	124
26	369	231	138
27	367	225	142
28	359	230	129
29	362	223	139
30	382	225	157
31	377	236	141
32	350	230	120
33	359	231	128
34	368	231	137
35	391	232	159
36	381	246	135
37	411	246	165
38	409	237	172
39	404	228	176
40	368	235	133
41	377	248	129
42	384	243	141
43	389	238	151
44	386	240	146
45	391	239	152
46	385	241	144
47	412	243	169
48	411	242	169
49	384	250	134
50	380	250	130
51	395	239	156
52	398	252	146
53	400	252	148
54	430	244	186
55	430	233	197
56	392	236	156
57	407	246	161
58	417	246	171
59	410	242	168
60	423	237	186
61	434	240	194
62	407	248	159
63	402	239	163
64	412	237	175
65	417	249	168
66	421	244	177
67	444	238	206
68	409	243	166
69	409	250	159
70	450	254	196
71	456	248	208
72	417	243	174
73	411	244	167
74	402	251	151
75	403	255	148
76	409	255	154
77	446	240	206
78	428	242	186
79	413	249	164
80	413	245	168
81	414	253	161
82	413	247	166
83	433	253	180
84	413	259	154
85	439	259	180
86	440	250	190
87	444	235	209
88	421	240	181
89	427	238	189
90	431	243	188
91	424	253	171
92	424	256	168
93	413	247	166
94	421	243	178
95	452	243	209
96	433	248	185
97	442	248	194
98	422	255	167
99	407	257	150
100	429	262	167
101	431	255	176
102	423	254	169
103	407	249	158
104	396	245	151
105	388	242	146
106	397	249	148
107	397	258	139
108	415	259	156
109	421	256	165
110	428	250	178
111	430	247	183
112	400	251	149
113	415	256	159
114	412	253	159
115	398	256	142
116	410	252	158
117	443	256	187
118	432	260	172
119	430	248	182
120	409	243	166
121	416	252	164
122	426	258	168
123	430	268	162
124	421	259	162
125	417	253	164
126	418	249	169
127	412	240	172
128	425	247	178
129	425	254	171
130	390	258	132
131	410	253	157
132	419	251	168
133	414	247	167
134	417	256	161
135	412	259	153
136	403	253	150
137	397	252	145
138	393	258	135
139	413	262	151
140	407	257	150
141	416	262	154
142	427	263	164
143	432	255	177
144	443	263	180
145	440	262	178
146	438	265	173
147	458	262	196
148	432	247	185
149	425	249	176
150	423	250	173
151	426	247	179
152	427	250	177
153	423	256	167
154	419	269	150
155	418	273	145
156	407	271	136
157	416	258	158
158	419	253	166
159	418	257	161
160	421	267	154
161	453	263	190
162	433	260	173
163	432	255	177
164	460	252	208
165	433	254	179
166	417	247	170
167	409	251	158
168	420	267	153
169	432	263	169
170	439	249	190
171	459	249	210
172	429	251	178
173	430	243	187
174	446	241	205
175	450	251	199
176	459	263	196
177	477	265	212
178	462	267	195
179	454	254	200
180	458	259	199
181	442	263	179
182	459	262	197
183	479	255	224
184	467	254	213
185	452	259	193
186	460	262	198
187	485	259	226
188	461	261	200
189	455	262	193
190	477	260	217
191	478	253	225
192	465	241	224
193	462	254	208
194	472	260	212
195	488	255	233
196	485	246	239
197	490	247	243
198	487	257	230
199	490	256	234
200	481	254	227
201	476	254	222
202	491	257	234
203	505	256	249
204	492	252	240
205	521	251	270
206	522	254	268
207	535	250	285
208	521	249	272
209	504	265	239
210	528	264	264
211	526	264	262
212	498	268	230
213	499	256	243
214	503	257	246
215	543	256	287
216	538	252	286
217	536	254	282
218	501	257	244
219	512	257	255
220	518	257	261
221	528	258	270
222	546	263	283
223	547	259	288
224	534	256	278
225	530	252	278
226	542	255	287
227	561	255	306
228	560	256	304
229	548	258	290
230	535	258	277
231	548	258	290
232	538	257	281
233	557	260	297
234	562	260	302
235	548	262	286
236	549	257	292
237	540	260	280
238	550	274	276
239	561	257	304
240	569	256	313
241	583	253	330
242	564	250	314
243	568	252	316
244	564	259	305
245	578	269	309
246	562	268	294
247	573	267	306
248	578	266	312
249	594	258	336
250	598	253	345
251	584	258	326
252	560	258	302
253	580	256	324
254	595	259	336
255	588	260	328
256	574	260	314
257	592	254	338
258	570	254	316
259	583	258	325
260	603	263	340
261	589	250	339
262	564	251	313
263	555	257	298
264	592	257	335
265	589	248	341
266	573	256	317
267	584	267	317
268	569	254	315
269	545	253	292
270	568	261	307
271	598	257	341
272	593	247	346
273	585	246	339
274	583	246	337
275	589	246	343
276	548	253	295
277	541	257	284
278	563	250	313
279	563	259	304
280	553	262	291
281	569	259	310
282	585	258	327
283	583	264	319
284	570	259	311
285	557	253	304
286	556	261	295
287	556	259	297
288	561	252	309
289	582	246	336
290	587	251	336
291	583	258	325
292	568	256	312
293	579	256	323
294	569	254	315
