index	original	background	difference
-----------------------------------------------------
1	533	346	187
2	535	356	179
3	521	362	159
4	523	357	166
5	549	352	197
6	532	352	180
7	533	359	174
8	511	364	147
9	521	360	161
10	534	370	164
11	504	363	141
12	518	359	159
13	532	365	167
14	533	359	174
15	533	350	183
16	521	346	175
17	540	360	180
18	524	357	167
19	534	350	184
20	532	359	173
21	533	363	170
22	533	360	173
23	526	362	164
24	518	361	157
25	532	355	177
26	545	368	177
27	539	371	168
28	518	360	158
29	541	365	176
30	514	371	143
31	530	369	161
32	531	361	170
33	531	369	162
34	535	379	156
35	538	366	172
36	522	363	159
37	529	359	170
38	525	362	163
39	526	359	167
40	527	359	168
41	513	366	147
42	509	363	146
43	520	370	150
44	516	367	149
45	538	353	185
46	548	358	190
47	536	367	169
48	540	364	176
49	537	375	162
50	515	379	136
51	516	377	139
52	532	372	160
53	537	367	170
54	549	380	169
55	525	375	150
56	537	372	165
57	532	374	158
58	534	376	158
59	522	370	152
60	518	373	145
61	525	374	151
62	531	370	161
63	544	376	168
64	531	368	163
65	527	373	154
66	538	379	159
67	527	371	156
68	536	368	168
69	537	363	174
70	506	361	145
71	505	368	137
72	515	377	138
73	523	378	145
74	523	381	142
75	510	374	136
76	528	364	164
77	514	355	159
78	516	367	149
79	526	371	155
80	515	368	147
81	543	373	170
82	563	381	182
83	550	368	182
84	487	373	114
85	505	378	127
86	535	370	165
87	544	371	173
88	517	363	154
89	541	364	177
90	544	374	170
91	535	381	154
92	538	379	159
93	551	372	179
94	547	369	178
95	532	373	159
96	514	367	147
97	547	361	186
98	569	370	199
99	537	372	165
100	535	377	158
101	534	379	155
102	521	376	145
103	536	370	166
104	506	369	137
105	507	378	129
106	532	377	155
107	535	373	162
108	541	371	170
109	544	371	173
110	540	373	167
111	535	370	165
112	548	364	184
113	554	377	177
114	532	375	157
115	534	374	160
116	543	376	167
117	528	372	156
118	522	378	144
119	542	378	164
120	540	369	171
121	518	365	153
122	527	366	161
123	521	378	143
124	524	391	133
