index	original	background	difference
-----------------------------------------------------
1	282	210	72
2	289	221	68
3	284	224	60
4	255	224	31
5	256	224	32
6	250	228	22
7	263	230	33
8	266	216	50
9	277	216	61
10	247	222	25
11	250	223	27
12	273	233	40
13	277	234	43
14	258	231	27
15	271	228	43
16	265	224	41
17	274	214	60
18	267	223	44
19	277	232	45
20	278	236	42
21	289	234	55
22	259	230	29
23	278	229	49
24	283	232	51
25	259	238	21
26	255	231	24
27	271	225	46
28	269	230	39
29	282	223	59
30	288	225	63
31	306	236	70
32	292	230	62
33	292	231	61
34	277	231	46
35	285	232	53
36	286	246	40
37	292	246	46
38	285	237	48
39	290	228	62
40	281	235	46
41	273	248	25
42	273	243	30
43	290	238	52
44	293	240	53
45	273	239	34
46	269	241	28
47	277	243	34
48	267	242	25
49	288	250	38
50	282	250	32
51	291	239	52
52	289	252	37
53	301	252	49
54	278	244	34
55	289	233	56
56	288	236	52
57	279	246	33
58	288	246	42
59	312	242	70
60	285	237	48
61	268	240	28
62	293	248	45
63	309	239	70
64	291	237	54
65	276	249	27
66	277	244	33
67	291	238	53
68	267	243	24
69	311	250	61
70	309	254	55
71	301	248	53
72	292	243	49
73	288	244	44
74	300	251	49
75	298	255	43
76	289	255	34
77	285	240	45
78	295	242	53
79	291	249	42
80	287	245	42
81	306	253	53
82	302	247	55
83	284	253	31
84	290	259	31
85	302	259	43
86	289	250	39
87	291	235	56
88	300	240	60
89	306	238	68
90	298	243	55
91	297	253	44
92	285	256	29
93	292	247	45
94	283	243	40
95	283	243	40
96	271	248	23
97	281	248	33
98	276	255	21
99	267	257	10
100	271	262	9
101	277	255	22
102	281	254	27
103	288	249	39
104	269	245	24
105	295	242	53
106	302	249	53
107	291	258	33
108	287	259	28
109	294	256	38
110	278	250	28
111	291	247	44
112	273	251	22
113	267	256	11
114	263	253	10
115	280	256	24
116	287	252	35
117	290	256	34
118	280	260	20
119	294	248	46
120	297	243	54
121	278	252	26
122	280	258	22
123	298	268	30
124	295	259	36
125	287	253	34
126	287	249	38
127	277	240	37
128	278	247	31
129	299	254	45
130	306	258	48
131	308	253	55
132	281	251	30
133	271	247	24
134	291	256	35
135	284	259	25
136	264	253	11
137	278	252	26
138	292	258	34
139	281	262	19
140	302	257	45
141	310	262	48
142	293	263	30
143	282	255	27
144	256	263	-7
145	266	262	4
146	298	265	33
147	298	262	36
148	276	247	29
149	279	249	30
150	275	250	25
151	290	247	43
152	291	250	41
153	279	256	23
154	278	269	9
155	300	273	27
156	281	271	10
157	271	258	13
158	260	253	7
159	271	257	14
160	261	267	-6
161	299	263	36
162	308	260	48
163	295	255	40
